model_name,Low Fidelity,High Fidelity,B_Ramp_Angle,B_Diffusor_Angle,B_Trunklid_Angle,C_Side_Mirrors_Rotation,D_Rear_Window_Inclination,D_Winscreen_Inclination,C_Side_Mirrors_Translate_X,C_Side_Mirrors_Translate_Z,D_Winscreen_Length,D_Rear_Window_Length,E_A_B_C_Pillar_Thickness,G_Trunklid_Curvature,G_Trunklid_Length,H_Front_Bumper_Curvature,H_Front_Bumper_Length,F_Door_Handles_Thickness,F_Door_Handles_Z_Position,E_Fenders_Arch_Offset,A_Car_Length,F_Door_Handles_X_Position,A_Car_Width,A_Car_Roof_Height,A_Car_Green_House_Angle
F_S_WWC_WM_651,0.202890309092607,0.272533986747508,11.8991,8.5318,18.2017,-8.82177,0.8,-1.51,-4.03107,3.47031,-14.3908,76.8757,-11.4101,0.1,-10.1655,0.1,33.1491,13.8023,-28.3854,39.1011,-52.3788,45.4762,87.7792,76.2989,45.151
F_S_WWC_WM_652,0.226080915561455,0.239322492521595,6.37871,-4.3914,15.5957,10.5563,2.19,0.11,2.49968,-4.25102,11.2098,73.2503,-0.569034,0.7,-39.4149,0.8,47.3475,10.9705,7.16593,24.4114,82.2922,25.4514,-1.21948,-46.7595,5.16425
F_S_WWC_WM_653,0.205110491775929,0.214483198890365,-0.548153,-5.4625,-0.306051,-5.0992,-1.64,2.17,1.69334,1.09163,37.1911,-31.3437,-3.36425,0.5,-9.56867,0.4,51.7211,-6.0692,-21.4751,-21.7035,72.1543,-47.1879,84.9804,23.1056,82.1942
F_S_WWC_WM_656,0.228996411894172,0.230821129295681,-3.06135,-7.16518,9.32299,9.12016,-0.05,1,1.05186,8.89138,-10.2844,-71.2809,-7.86969,0.1,38.8328,0.7,-21.5014,12.0606,4.45587,23.8489,112.801,-48.0429,146.173,39.244,13.2679
F_S_WWC_WM_657,0.196020166786198,0.274184445,0.21306,8.6935,-2.78645,19.4537,1.85,2.07,10.7363,2.83711,-43.7666,126.067,-3.28942,0.4,8.08556,0.5,-14.9242,-19.4157,15.1054,50.1461,104.803,0.769931,37.9308,12.6017,-182.521
F_S_WWC_WM_658,0.216828890366822,0.24996798679402,-4.86201,1.93078,10.0879,-2.9783,1.34,-0.26,12.8039,-1.27733,-48.0158,101.068,2.02304,0.6,25.2935,0.8,-14.6239,19.9064,-17.6415,43.2354,61.8747,-39.162,31.5284,51.196,-63.8137
F_S_WWC_WM_659,0.210624633501772,0.236624909657807,7.23519,-2.75033,10.17,-7.37605,-1.48,-1.6,5.97905,-0.280635,23.3473,-39.294,-1.7173,-0.2,-8.0831,0.9,5.45043,27.6731,-12.9698,16.6766,-58.9085,-16.6665,89.3249,35.0962,-87.1701
F_S_WWC_WM_660,0.231285436844526,0.255528146508306,-5.90288,-2.46694,15.6414,-0.0358234,-0.14,-0.23,15.7949,7.55469,-26.6092,-44.4814,-13.4429,-0.3,24.7826,-0.2,48.4333,11.3565,-7.18515,48.2731,66.8221,33.477,110.319,31.4914,74.7253
F_S_WWC_WM_661,0.238425233235987,0.257475088056478,-7.24458,9.8841,2.36779,5.1009,-1.65,1.18,2.44185,2.42196,-10.1092,73.4475,-1.34992,0.1,24.6266,0.9,50.502,5.06062,6.51221,32.2828,128.819,34.9304,4.21809,8.83583,-127.547
F_S_WWC_WM_662,0.209668841929283,0.252776766438538,-1.72328,0.978148,3.66799,4.6315,2.15,1.82,-2.56101,-3.06516,46.4132,55.406,-5.8395,0.3,12.6945,0.9,20.744,24.5449,24.6285,44.1818,112.13,-19.0137,97.8469,72.913,-64.1774
F_S_WWC_WM_663,0.204879746940145,0.247068058598007,14.4602,2.73056,-0.236769,-19.842,-0.75,-0.75,6.56771,-4.4375,0.784581,-45.0964,-4.87226,0,-16.7733,-0.3,26.6068,22.6033,22.5804,26.488,24.6156,-0.988351,-14.3906,47.7861,144.523
F_S_WWC_WM_664,0.227322001552347,0.281438569089701,-5.58072,9.63668,-3.67587,2.27114,-0.16,0.35,-6.07674,5.44685,-43.9785,102.681,-14.3125,-0.4,18.2561,0.4,-8.46242,-5.10835,11.7259,12.3721,-43.2089,-43.3116,31.9609,-6.20915,-95.6567
F_S_WWC_WM_665,0.204804332436814,0.255681682903654,-4.00355,6.51376,3.71245,11.7828,2.04,2.2,11.145,-0.450606,-19.0952,-85.8349,-6.94604,0.3,-19.5622,0.1,30.3474,6.48348,23.701,7.18941,31.9697,5.05007,-47.8863,89.1595,149.291
F_S_WWC_WM_667,0.249755417802091,0.240120901644518,1.29557,8.61282,1.76388,1.80805,-0.06,2.03,-3.97907,6.13164,39.9716,-85.3367,-4.53901,0.3,-25.6441,0.1,37.8127,4.66907,25.9741,-4.27476,-49.1799,-31.2785,-1.58575,-59.9832,-9.60573
F_S_WWC_WM_668,0.22546562990479,0.217052284209302,2.49977,-2.62006,5.49599,-14.0463,-0.38,1.75,16.0711,-2.03617,-30.6323,-56.3825,-2.22682,-0.3,33.8572,0.4,52.2886,-4.89548,-7.54908,-3.32784,102.109,-38.2885,-22.5075,-37.9899,-77.0602
F_S_WWC_WM_669,0.223026847028709,0.259125256986711,13.3402,11.199,4.92569,17.1536,0.38,1.37,-6.28889,3.64302,-1.45206,-91.8862,-13.1436,-0.3,6.34737,-0.1,35.5202,19.415,6.51483,3.01426,25.0402,32.9121,-44.2028,-51.973,-85.5948
F_S_WWC_WM_670,0.20271745451108,0.263538078551495,-5.67476,-7.2277,1.47352,15.6346,1.72,0,12.0998,4.51472,38.7112,106.344,-14.0781,-0.4,-7.18514,0.5,53.9478,2.4151,-23.1253,26.9966,26.9653,38.3217,136.193,53.0754,-7.45913
F_S_WWC_WM_671,0.190606168766155,0.224982365501661,5.82777,4.58184,9.07404,4.02426,2.38,0.26,-8.29727,-4.35918,21.7038,44.3813,4.67482,0.2,-19.7884,-0.2,40.21,15.0771,29.0557,-8.35653,-1.97348,-17.7841,10.9543,74.9937,53.9155
F_S_WWC_WM_672,0.189184557878862,0.242687707415282,-7.52904,4.73333,-7.97739,-14.4221,-0.65,1,-5.05428,4.16714,22.128,122.637,-1.97015,-0.1,-8.90403,0.4,11.9368,-15.413,-6.59796,17.9752,75.0628,-3.15975,-49.6834,49.2412,-130.722
F_S_WWC_WM_673,0.187947431209569,0.272316430950166,1.45564,3.51997,-5.90472,8.47689,2.35,1.23,-1.40314,4.06437,19.2036,22.3813,-10.9032,0.1,7.96427,0.5,-18.3424,-7.94585,-20.7405,10.3278,85.1278,44.3613,147.229,87.9912,-117.961
F_S_WWC_WM_674,0.195235403802764,0.254239728747508,0.799976,6.21425,6.74231,13.6789,1.67,-0.28,3.59959,4.63519,-23.1197,135.175,-11.0434,-0.2,-37.1664,-0.4,-18.1788,17.0091,9.03141,-15.2615,70.759,11.295,12.6264,85.7089,64.4904
F_S_WWC_WM_675,0.241901418517477,0.246766533817276,4.7714,-4.85098,6.2876,-12.6024,-0.25,1.57,-6.21613,-1.32577,-8.27849,129.07,-12.1652,0.6,29.5836,1,18.9732,5.15889,-11.7164,33.7888,81.0894,-4.60111,-35.079,-26.9094,-163.514
F_S_WWC_WM_676,0.194127833622501,0.225772849624585,-1.77687,-0.899217,5.82266,3.82373,-1.35,1.97,-9.27498,8.69263,25.3634,91.3046,-0.27493,-0.2,-22.3548,-0.1,25.9672,21.862,11.5319,11.4068,24.7887,42.8154,48.0168,86.9035,75.671
F_S_WWC_WM_677,0.226365100074647,0.25136788844186,-3.35211,14.0997,19.8605,4.91664,1.45,0.6,2.9083,2.08426,0.889515,84.2305,0.201602,0,4.60924,0.6,-24.6637,22.1957,-5.83504,-6.41052,51.24,33.7763,-55.7472,-41.191,-40.904
F_S_WWC_WM_678,0.132751375937309,0.249971637215947,14.9612,-1.7482,-2.00879,-16.0151,0.6,-1.39,0.409288,3.29448,-5.71133,28.5999,-1.28116,-0.3,3.93027,0.2,26.4148,-19.2361,-14.2297,53.0906,51.4293,24.2522,117.52,59.7062,-80.9827
F_S_WWC_WM_679,0.188947110084604,0.253537071455149,7.76582,14.1689,1.19552,-7.43203,-0.04,1.94,7.12814,9.2934,-15.2094,32.6501,-8.8746,0.3,-25.2017,1,17.2074,-8.76952,-15.6008,1.40378,111.2,17.2422,123.918,65.8777,-9.4962
F_S_WWC_WM_680,0.240930031764994,0.26595939854485,-2.48645,12.3649,9.87665,14.2848,1.55,-1.38,-4.38741,-2.16703,-49.6033,47.119,-6.01564,-0.1,26.3565,0.9,36.297,23.8644,8.31832,28.043,61.2235,-9.00923,64.9416,-46.3293,-150.934
F_S_WWC_WM_681,0.217611948349506,0.261059835149502,-0.578123,6.33684,3.79055,7.9076,-0.5,2.37,18.0014,1.63973,-34.8121,98.1723,3.17253,-0.2,8.41164,0,15.628,20.33,13.4196,30.0554,125.336,31.4011,101.384,-7.59267,129.067
F_S_WWC_WM_682,0.219075342145298,0.234778181654485,7.87336,2.92595,9.30914,6.32041,2.29,-0.13,12.2676,2.99789,43.458,29.6314,-2.89352,0.6,-9.62174,-0.2,48.9547,-17.5313,-9.44041,-2.98264,-51.8421,15.7335,67.074,48.1612,-186.6
F_S_WWC_WM_683,0.223441003438218,0.247742128013289,14.225,14.0428,8.48388,6.2545,-1.23,1.36,5.1749,-2.87182,31.4852,-52.2153,-12.2084,-0.2,28.4951,0.3,6.97536,7.40338,16.9986,-24.2034,31.3474,3.13608,99.0032,9.83525,32.3426
F_S_WWC_WM_684,0.203197899643555,0.225844458757475,8.97993,7.11873,7.82808,14.8911,-1.59,1.48,5.32439,-1.06147,-48.8044,-33.9988,-2.49146,0.6,-37.323,0.5,4.72482,-15.6274,29.7005,-7.95544,93.5208,-11.5578,-1.03522,60.2739,-32.3928
F_S_WWC_WM_685,0.238761118821139,0.234079259667774,-2.46233,3.70282,13.9702,-18.6714,-1.33,1.67,9.55295,6.4806,28.2581,20.4572,0.796125,0.8,-25.0312,0.6,16.1551,-19.0507,3.61427,21.8427,-31.3631,-29.9379,142.527,28.7896,80.5362
F_S_WWC_WM_686,0.19307724514549,0.25867608210299,14.9117,11.6903,8.42473,-7.78832,1.3,1.54,-1.10682,-4.04779,36.4446,80.8977,3.43432,-0.1,-2.35146,0.3,20.8245,26.7196,3.4496,30.212,-37.1721,-32.0346,143.825,57.7055,11.3666
F_S_WWC_WM_687,0.22738514402392,0.265678900468438,-7.56836,7.25832,1.22504,-8.21326,1.01,-1.3,10.9997,-0.605805,-6.77908,41.1993,4.87345,0.5,-37.7032,-0.3,-20.7657,11.8264,-8.09008,33.883,-8.36711,-9.30651,-16.0296,-6.43075,-111.395
F_S_WWC_WM_688,0.196843825685962,0.223392016787375,2.2952,3.42508,18.1855,-11.1309,-0.91,0.57,7.24799,6.14556,31.8177,-58.9711,3.92818,0.1,-34.7095,-0.2,33.8697,-10.9198,-11.5174,-11.9691,122.109,34.4452,145.534,43.4288,-8.75718
F_S_WWC_WM_689,0.21672130475559,0.236814070292359,-2.42027,-5.27693,1.8372,13.0724,0.67,-1.25,17.6627,-0.812788,33.7603,48.618,-12.6005,-0.4,-27.6258,-0.1,-12.6768,20.2159,14.4443,-18.4996,103.026,-25.1644,24.9894,-30.1989,-95.1769
F_S_WWC_WM_690,0.212811078741117,0.238890483697674,-6.0247,-5.96851,17.9524,6.4,1.69,-0.46,15.4196,5.13453,-40.7466,32.2258,-4.08795,0.7,4.30522,0.9,43.265,12.1007,12.358,0.196185,56.9466,48.2634,-49.0516,74.2109,-59.6409
F_S_WWC_WM_691,0.205881138082157,0.250920830943522,8.3489,2.0005,4.31193,16.4241,-0.44,-1.4,-1.00204,8.49113,44.0123,41.6157,-7.19333,0.8,-25.7833,0.2,15.3162,28.4966,6.79044,18.9536,-30.7934,26.1719,98.7231,74.5018,-17.8464
F_S_WWC_WM_692,0.224208285698069,0.256112456614618,-0.984406,8.56897,12.7023,11.0611,-1.18,1.79,8.4556,8.50611,-17.9458,7.09599,-6.19086,0.5,-17.7082,-0.1,-22.3219,-19.9227,-22.1116,51.8572,83.587,-43.2823,127.814,4.8239,-33.4671
F_S_WWC_WM_693,0.226593322859192,0.211346980365448,10.6885,-3.35733,1.64205,-18.7413,1.21,-1.21,5.27698,6.99778,13.3546,-22.0784,1.70953,0.3,-0.00628341,0.8,57.7151,-15.1186,-6.14367,-5.05854,-27.2674,-36.421,101.413,-27.0193,131.183
F_S_WWC_WM_694,0.213303862537526,0.227160941013289,4.99589,9.51522,17.9732,0.746453,0.98,1.86,10.6332,-1.45041,-24.0492,72.0605,-0.388454,0.8,36.5369,0.5,17.623,10.1165,21.0387,-10.0019,129.134,19.4551,132.599,-29.936,-22.2441
F_S_WWC_WM_695,0.201176200761556,0.240866596684385,-1.72994,-3.32696,18.2957,-1.80484,-1.66,-0.3,8.72573,-2.55329,-6.16984,-81.0808,-0.51302,0,24.2504,0.6,32.2072,2.29186,27.9652,33.3519,71.562,6.4821,-9.75925,65.2299,4.13438
F_S_WWC_WM_696,0.257891197488932,0.259413536053156,-6.78225,7.35284,12.5561,-3.63019,-0.24,0.55,10.0909,-3.11099,48.0564,50.5379,-11.2561,-0.3,18.836,0.1,41.6691,15.0459,-13.3777,4.98423,83.2855,34.2759,-6.21867,-56.0253,-100.029
F_S_WWC_WM_697,0.193902013841699,0.20164125389701,9.57647,-4.20234,2.92762,-2.38679,1.25,1.03,14.0645,-4.66051,44.2323,132.149,2.62056,-0.2,29.0986,-0.1,31.5132,15.3858,-8.45925,-24.7427,-27.6356,40.1925,99.6222,62.1508,-76.3287
F_S_WWC_WM_698,0.218678068756352,0.227135728122924,14.7942,-1.70443,4.66415,12.5388,-1.1,-0.61,8.54318,2.16372,49.087,29.2328,0.489951,0.6,37.5516,0.8,51.8538,18.3489,-3.55027,44.5543,-19.8305,-33.9209,54.3266,26.6718,-145.471
F_S_WWC_WM_699,0.205336580372227,0.271189188302326,3.22923,7.82559,-7.11964,0.299608,-0.66,-0.18,4.94164,-0.958639,38.9943,59.7656,-5.32869,0.6,-26.6591,0.7,-21.2378,-6.31918,19.736,35.7931,-38.7778,-2.36745,89.7489,55.6363,-187.533
F_S_WWC_WM_700,0.194371879270072,0.288409061963455,-0.656325,10.4698,9.9764,9.62379,-0.09,-1.57,18.28,-2.66116,7.14904,149.948,-9.22691,0,-27.7653,0.4,4.98828,-8.39301,-12.7634,47.0086,-35.9059,-37.4068,26.6962,79.922,8.04395
F_S_WWS_WM_001,0.200022146009448,0.280006073578073,10.1099,11.4064,-5.46415,-12.0162,2.26,-0.61,-5.53895,0.988306,-14.3908,88.4825,-12.8101,0.7,-15.4682,-0.3,-9.34836,23.849,1.58493,21.2484,103.785,-25.4121,-14.3906,28.4813,16.4525
F_S_WWS_WM_002,0.20312440203306,0.228564387940199,1.03776,-2.50048,7.12164,-13.0736,0.43,2,-2.40291,2.64545,-23.748,105.888,4.40581,0.7,-6.34908,-0.4,-1.07422,-16.9495,8.157,8.14634,45.08,-36.497,-16.9201,47.0299,125.643
F_S_WWS_WM_003,0.196006111854595,0.247857546126246,10.6885,7.9281,1.25661,-11.5463,-0.55,1.27,-5.84264,7.94372,49.2193,-33.3192,-5.88646,0.4,11.756,0.6,41.8471,17.3775,1.7845,-14.6882,127.773,35.0857,3.74546,64.5279,-56.1091
F_S_WWS_WM_004,0.20515814391928,0.232577937285714,14.5334,-1.17721,4.83007,-9.7897,1.19,2.33,12.9959,6.12042,-40.6043,-11.8186,-5.66616,-0.3,31.3316,0.3,9.76643,26.8499,5.58192,40.9572,30.6317,-41.1801,96.1223,21.3611,15.7273
F_S_WWS_WM_005,0.204691678815708,0.260182144757475,12.4013,13.5985,-7.42478,1.53958,1.61,1.65,9.68012,1.93187,-42.2052,-84.3797,1.01613,-0.2,21.7387,0,26.2982,-13.4056,-6.84681,38.8872,93.1151,-10.7627,134.9,-23.1996,94.305
F_S_WWS_WM_006,0.208906394127781,0.219403195471761,-1.18239,-4.10419,-4.09792,-12.5462,-0.02,-0.16,15.3545,-4.85159,-15.7586,-77.3445,-8.19869,0.4,25.2198,0.3,13.9644,-11.8167,-28.0959,0.11702,52.5334,-6.3394,145.416,68.9509,-101.955
F_S_WWS_WM_007,0.232267319885886,0.223764855395349,-4.83583,3.7762,7.85474,10.4805,-1.11,2.45,10.4281,3.52759,10.0366,139.572,-3.17983,0.5,-34.9591,0.8,36.0917,24.216,-3.12102,10.687,109.759,4.99401,135.069,-48.7666,-23.5455
F_S_WWS_WM_009,0.208051156064557,0.246037670910299,-3.21032,-5.6486,19.5418,-13.942,0.32,1.33,-9.58623,-1.39111,-32.8516,74.847,-6.86976,-0.1,32.6224,0,-17.4558,17.9963,-12.1105,37.9954,47.7272,-34.6912,90.9158,29.8537,146.229
F_S_WWS_WM_010,0.209998162732519,0.24798041861794,6.97352,-2.88655,9.75021,-11.8799,0.19,-0.01,-6.24626,8.85415,27.9209,-25.1838,-14.9975,-0.3,10.8894,-0.3,1.80588,-2.36095,-24.5383,15.6597,20.4083,37.1007,0.165822,61.3787,9.76996
F_S_WWS_WM_011,0.21318710031939,0.247616781990033,6.57949,6.66561,18.5067,5.45106,-1.03,1.7,-2.58923,3.07084,35.2706,36.4613,2.9379,-0.1,19.5965,-0.3,-12.0307,22.9391,-9.10648,23.3011,-38.8848,-32.4435,-58.1035,11.9651,-194.508
F_S_WWS_WM_012,0.217491756502322,0.236685851767442,6.44534,13.862,-1.1711,4.30775,-0.22,0.75,-9.72498,-1.09156,13.6006,113.506,-4.48472,0.7,-9.41029,1,45.4035,-19.9608,8.75904,-1.53181,17.8193,29.3918,39.919,-12.4171,-174.869
F_S_WWS_WM_013,0.241256401591901,0.232082947744186,1.12961,5.62857,10.2434,-16.5333,-1.64,0.02,-8.74561,2.76618,9.70142,-82.2163,-13.9682,0.2,19.0303,0.8,44.8196,26.8822,-3.40121,22.7088,65.5835,-3.82065,137.84,0.33236,-151.535
F_S_WWS_WM_014,0.228390254386595,0.250460417554817,-2.96256,-7.55522,0.399867,7.48649,1.81,-0.72,-6.57662,9.98946,-46.6874,-59.3641,-11.6008,-0.2,20.9111,0,30.1805,4.22348,18.7686,28.5819,-14.1449,12.8771,94.6877,-38.9676,-26.1092
F_S_WWS_WM_015,0.208953634856324,0.235997817046512,13.8832,12.4585,16.4925,-17.006,-1.74,1.29,16.2663,3.56231,44.9859,114.335,-1.04122,0.2,-11.6541,-0.3,3.07575,6.19208,-1.46832,-0.873207,39.4812,5.72965,120.126,32.523,53.4
F_S_WWS_WM_016,0.206176579149063,0.280059472870432,-0.405066,13.7781,-6.93812,15.3269,-0.85,-0.17,6.27646,-4.20453,-20.2767,56.2908,-8.37114,-0.3,-18.2202,0,8.74272,25.3704,18.2868,12.8457,-15.9314,12.1756,-14.8453,-16.5856,-88.3032
F_S_WWS_WM_018,0.267578180250801,0.269108405408638,8.42412,13.4793,3.00788,2.44136,-0.36,-0.29,-7.37007,1.82983,-36.1622,19.0177,-11.878,0.3,7.30238,-0.2,23.015,18.6451,-28.74,40.5623,77.7317,-32.8365,40.3494,-56.188,-188.105
F_S_WWS_WM_019,0.231958307220352,0.260443445146179,-7.3255,2.8285,4.73723,12.9687,-0.48,0.38,1.71146,-0.474428,16.3957,-55.0455,-4.03375,-0.2,14.9894,-0.3,48.6114,-15.9121,3.99588,44.8749,106.746,4.74663,-46.5623,-15.0785,94.766
F_S_WWS_WM_020,0.210757339696744,0.243536551960133,7.94051,-1.956,5.39829,-7.96629,0.36,1.39,14.2488,6.78635,25.8901,55.8636,-3.91464,0.3,-38.9589,1,28.3864,24.3715,-11.3817,53.1882,-3.18943,37.6009,35.4897,17.73,-172.043
F_S_WWS_WM_021,0.251304982123189,0.263556410262458,-7.62291,5.51033,-0.685933,-0.0671004,-0.26,-0.1,9.60067,5.42122,34.4282,-11.3987,-0.010091,-0.3,-1.46415,0.3,-23.0138,-0.756505,-1.08802,14.7459,-9.08559,19.8305,46.111,-57.1347,142.137
F_S_WWS_WM_022,0.251709583833077,0.227750456704319,3.63103,-2.83567,18.3826,-19.5256,1.46,-0.28,11.3657,3.54719,22.7839,-53.719,-11.7221,0.2,37.7065,-0.1,39.8712,-17.7849,-25.9193,3.79363,6.0343,-27.9975,95.4318,-55.1658,-119.453
F_S_WWS_WM_023,0.214496563173558,0.218946904222591,-4.87858,5.45388,-3.42238,-12.2633,-1.46,-1.34,-2.91008,8.07166,-22.051,113.641,1.92105,-0.3,13.4055,0.9,34.6579,-18.8859,-11.9337,-10.1461,-22.3522,15.2236,64.442,24.2438,24.6809
F_S_WWS_WM_024,0.182175902119345,0.247332114681063,4.4463,-3.93421,2.54147,-10.6458,1.69,-0.94,5.6076,7.44182,16.9014,136.853,3.14941,-0.3,-32.7334,0.8,-3.39338,-2.50247,9.96939,54.9885,66.2325,-30.3773,87.0861,53.6408,-152.546
F_S_WWS_WM_025,0.200454730007949,0.269487342963455,-4.39241,10.2037,10.3576,3.39793,-0.71,1.63,10.4966,0.0918085,1.13379,-29.2698,0.587417,-0.2,-21.98,1,18.493,11.379,-3.76446,51.7605,31.6866,-48.862,148.312,75.2262,-46.0773
F_S_WWS_WM_026,0.188704000796788,0.226842940186046,-6.31272,13.3011,5.68266,15.9415,0.85,1.51,12.7882,-1.926,-28.7895,149.3,3.28345,0.1,-15.9103,0.8,6.3967,-8.4709,-12.189,-15.6113,66.0353,5.92867,-34.0072,68.7317,19.6924
F_S_WWS_WM_027,0.25893527069778,0.267220970089701,-3.10985,5.92065,17.0092,-11.2134,1.43,1.63,10.69,3.86315,19.9555,137.495,-11.303,-0.1,-12.0609,0.2,-20.4407,25.9192,-0.932244,31.1969,-6.61818,-40.3024,48.7746,-48.0673,-148.771
F_S_WWS_WM_028,0.215211630858093,0.238709033322259,-5.56375,11.3824,17.3038,7.41247,-1.62,1.91,13.4901,6.24127,7.1409,-47.2417,-10.2319,-0.3,-5.37119,-0.1,41.0484,24.7076,28.9555,-4.40516,45.6425,-1.99856,61.8086,35.5504,-182.001
F_S_WWS_WM_029,0.213444849397326,0.227293540694352,12.9335,-4.85098,6.26527,13.7199,0.94,2.45,0.772729,8.98432,-14.0135,147.634,3.3902,0.2,16.8725,0.7,-8.13199,-0.32454,4.94047,53.5322,30.7721,-4.53353,22.2615,13.7652,46.79
F_S_WWS_WM_030,0.202783828033919,0.232540334013289,-4.61031,-3.5626,7.19624,12.2256,-1.53,2.47,0.596081,-1.61839,31.3813,-67.2589,-3.39965,0,-29.5612,0.1,46.8148,-7.35808,-4.09663,17.2496,-38.7778,31.1653,55.6087,62.8302,-154.038
F_S_WWS_WM_031,0.200249663947835,0.220065193787375,7.43103,5.77852,8.83336,2.56593,1.77,-1.09,-6.68081,-3.63749,34.4601,76.493,3.01195,0.5,-28.456,0.2,-6.6081,-7.30691,-13.1767,-17.9121,121.107,45.674,91.8386,-13.3508,-2.20381
F_S_WWS_WM_033,0.222272695624919,0.224197320611296,-5.67476,5.21053,-2.28445,16.3777,0.42,1.35,7.85351,4.10143,-30.938,105.464,-1.69803,0.8,-2.86719,0.1,27.1462,11.6582,-28.8417,-2.08886,67.9503,46.6781,85.6384,14.2271,-134.24
F_S_WWS_WM_034,0.225344504527224,0.23421011448505,1.78754,-7.61369,14.263,9.98018,0.83,1.52,-0.108049,-2.78134,-27.6149,-57.2714,-6.16182,0.4,10.0594,-0.1,-18.2871,17.3151,29.7656,-12.3409,-26.0983,-13.4829,-33.2747,7.93756,33.2938
F_S_WWS_WM_035,0.215214723745988,0.244725644966777,6.69669,10.2843,19.2933,5.84961,0.89,1.68,1.07035,5.37716,-21.5282,-73.9516,-4.96107,0.2,-38.5239,0.1,16.7989,-14.587,-9.35402,17.6741,-20.4865,43.8277,28.2571,40.5237,123.512
F_S_WWS_WM_036,0.179720146161327,0.232450739478405,5.20527,-7.05529,-6.98621,-2.83808,0.16,0.08,0.698215,0.219354,15.1586,142.078,-3.83046,-0.4,-11.9176,0.4,14.4584,18.4153,-0.85356,-5.65076,17.3291,11.6634,77.0161,41.3316,143.872
F_S_WWS_WM_037,0.201286181609577,0.23961955985382,6.05617,9.80279,1.41006,7.70639,0.55,-1.71,-9.34656,-2.24316,19.7967,-80.1042,-0.725153,0.3,-0.559962,0.5,27.2264,17.9151,-29.3865,10.445,69.2763,-25.483,144.935,83.6234,-151.397
F_S_WWS_WM_038,0.180042374642141,0.224422978747508,14.3719,3.37511,-3.45133,-8.35168,0.01,1.74,-9.66225,0.754837,41.0307,-66.2037,1.13868,0.1,-31.7043,0.2,6.91594,-19.719,-14.5817,-18.4117,95.0554,-20.3612,53.1141,73.5296,-88.8425
F_S_WWS_WM_039,0.192626861012017,0.224284017096345,0.352927,4.27399,-3.73338,17.2916,0.1,-1.64,4.04963,0.789449,-7.53291,30.1667,4.96599,0.6,17.7352,0.1,40.021,29.7907,27.0799,7.4309,82.09,20.0841,45.6146,72.3531,66.1779
F_S_WWS_WM_040,0.213117395761179,0.239310792385382,11.5596,3.03627,-2.04842,-18.6151,-1.77,2.3,-0.215358,4.46855,-2.52196,104.738,-1.14567,0.4,-2.79636,0.9,38.5593,24.5908,2.33707,38.2728,-33.1039,-4.92039,83.4428,25.2022,136.714
F_S_WWS_WM_042,0.230725886065113,0.225118812272425,6.39585,6.92739,0.457716,10.9882,-1.37,-1.69,14.7947,7.52365,-39.3882,-28.3226,-0.585328,0.5,2.78356,0.8,-23.4437,23.9532,-6.27271,0.994433,125.836,31.8473,19.5392,-1.10282,109.13
F_S_WWS_WM_043,0.196209553522418,0.228267304252492,1.31979,13.6947,9.42833,2.03442,0.89,-0.4,-2.50209,5.16144,-49.7657,74.3345,2.66687,0.1,27.0032,0.7,20.3743,-11.657,18.3606,-16.1725,32.8735,20.4385,139.896,73.8565,-173.595
F_S_WWS_WM_044,0.20947712258736,0.238683512797342,4.40908,-3.07673,15.8467,7.78061,2.14,0.73,12.6016,6.95339,-42.4619,-6.37813,-9.76115,0.3,-19.5622,-0.2,29.7575,23.3228,-6.74542,-8.5401,-59.1558,-31.9442,109.725,78.0195,84.2819
F_S_WWS_WM_045,0.226070162267007,0.283251390983389,-1.54275,8.26849,8.02276,-14.6896,0.04,-0.84,10.3785,3.60404,-20.7554,-55.5229,-14.7152,-0.2,-28.9246,-0.3,31.9796,22.4257,-27.3962,52.865,-4.13193,1.80785,0.943952,45.055,-136.784
F_S_WWS_WM_046,0.227160348242657,0.209258643142857,0.0703992,-0.233712,6.56576,3.67604,-1.28,-1.16,-8.94106,7.38831,-40.27,33.4018,-0.795495,0.7,9.4827,0.8,49.3001,13.2654,21.2681,7.00691,-46.2112,-26.0759,112.593,11.4036,76.8045
F_S_WWS_WM_047,0.233145511742768,0.219048017803987,10.7475,-2.27331,6.85358,1.20524,-1.07,-0.91,11.66,8.09691,-7.7568,-92.998,-5.76663,0,7.63005,0.1,-6.36764,24.0717,18.0311,0.43422,5.93888,15.3816,122.096,-27.6029,-194.365
F_S_WWS_WM_048,0.202973166170235,0.237844436830565,8.87437,9.5542,19.8196,-11.3892,-1.03,-0.38,-1.78541,5.51706,-29.468,146.33,-6.22511,0.5,-23.8553,0.6,59.0362,-4.00774,13.679,-10.129,70.0449,7.06585,-4.26026,49.6234,-110.053
F_S_WWS_WM_049,0.185633817337197,0.217144890770764,-3.78489,-5.5895,-5.57345,9.59035,0.79,0.84,-4.67783,3.96676,-21.1336,95.5069,1.53689,0,-38.9717,-0.3,18.1899,5.75139,27.8176,-10.5057,95.8695,-7.12425,143.377,17.0441,87.1995
F_S_WWS_WM_050,0.205789820679706,0.27197337469103,12.7292,8.3514,-7.15801,6.1202,0.45,1.66,12.6331,-2.81128,-38.326,8.37807,-11.9864,0.7,-6.78611,0.4,32.711,0.683829,-7.2127,52.7046,-17.5864,-27.62,114.124,44.9356,133.68
